iso3c,language,short_name,full_name,variant_1,variant_2,variant_3,variant_4
KIR,zh_cn,基里巴斯,基里巴斯共和国,NA,NA,NA,NA
KIR,zh_hk,基里巴斯,基里巴斯共和國,NA,NA,NA,NA
KIR,zh_mo,基里巴斯,基里巴斯共和國,NA,NA,NA,NA
KIR,zh_my,基里巴斯,基里巴斯共和国,NA,NA,NA,NA
KIR,zh_sg,基里巴斯,基里巴斯共和国,NA,NA,NA,NA
KIR,zh_tw,吉里巴斯,吉里巴斯共和國,NA,NA,NA,NA
KNA,zh_cn,圣基茨和尼维斯,圣基茨和尼维斯联邦,圣克里斯托弗和尼维斯联邦,圣尼,NA,NA
KNA,zh_hk,聖基茨和尼維斯,聖基茨和尼維斯聯邦,聖克里斯多福及尼維斯／聖吉斯納域斯聯邦,聖尼,NA,NA
KNA,zh_mo,聖基茨和尼維斯,聖基茨和尼維斯聯邦,聖克里斯多福及尼維斯聯邦,聖尼,NA,NA
KNA,zh_my,圣基茨和尼维斯,圣基茨和尼维斯联邦,圣克里斯托弗和尼维斯联邦,圣尼,NA,NA
KNA,zh_sg,圣基茨和尼维斯,圣基茨和尼维斯联邦,圣克里斯托弗和尼维斯联邦,圣尼,NA,NA
KNA,zh_tw,聖克里斯多福及尼維斯,聖克里斯多福及尼維斯聯邦,聖基茨和尼維斯聯邦,克國,NA,NA
KOR,zh_cn,大韩民国,大韩民国,韩国,南韩,NA,NA
KOR,zh_hk,大韓民國,大韓民國,韓國,南韓,NA,NA
KOR,zh_mo,大韓民國,大韓民國,韓國,南韓,NA,NA
KOR,zh_my,大韩民国,大韩民国,韩国,南韩,NA,NA
KOR,zh_sg,大韩民国,大韩民国,韩国,南韩,NA,NA
KOR,zh_tw,大韓民國,大韓民國,韓國,南韓,NA,NA
KWT,zh_cn,科威特,科威特国,NA,NA,NA,NA
KWT,zh_hk,科威特,科威特國,NA,NA,NA,NA
KWT,zh_mo,科威特,科威特國,NA,NA,NA,NA
KWT,zh_my,科威特,科威特国,NA,NA,NA,NA
KWT,zh_sg,科威特,科威特国,NA,NA,NA,NA
KWT,zh_tw,科威特,科威特國,NA,NA,NA,NA
LAO,zh_cn,老挝,老挝人民民主共和国,NA,NA,NA,NA
LAO,zh_hk,老撾,老撾人民民主共和國,NA,NA,NA,NA
LAO,zh_mo,老撾,老撾人民民主共和國,NA,NA,NA,NA
LAO,zh_my,寮国,老挝人民民主共和国,NA,NA,NA,NA
LAO,zh_sg,寮国,寮人民民主共和国,NA,NA,NA,NA
LAO,zh_tw,寮國,寮人民民主共和國,NA,NA,NA,NA
LBN,zh_cn,黎巴嫩,黎巴嫩共和国,NA,NA,NA,NA
LBN,zh_hk,黎巴嫩,黎巴嫩共和國,NA,NA,NA,NA
LBN,zh_mo,黎巴嫩,黎巴嫩共和國,NA,NA,NA,NA
LBN,zh_my,黎巴嫩,黎巴嫩共和国,NA,NA,NA,NA
LBN,zh_sg,黎巴嫩,黎巴嫩共和国,NA,NA,NA,NA
LBN,zh_tw,黎巴嫩,黎巴嫩共和國,NA,NA,NA,NA
LBR,zh_cn,利比里亚,利比里亚共和国,NA,NA,NA,NA
LBR,zh_hk,利比里亞,利比里亞共和國,NA,NA,NA,NA
LBR,zh_mo,利比里亞,利比里亞共和國,NA,NA,NA,NA
LBR,zh_my,利比里亚,利比里亚共和国,NA,NA,NA,NA
LBR,zh_sg,利比里亚,利比里亚共和国,NA,NA,NA,NA
LBR,zh_tw,賴比瑞亞,賴比瑞亞共和國,NA,NA,NA,NA
LBY,zh_cn,利比亚,利比亚国,NA,NA,NA,NA
LBY,zh_hk,利比亞,利比亞國,NA,NA,NA,NA
LBY,zh_mo,利比亞,利比亞國,NA,NA,NA,NA
LBY,zh_my,利比亚,利比亚国,NA,NA,NA,NA
LBY,zh_sg,利比亚,利比亚国,NA,NA,NA,NA
LBY,zh_tw,利比亞,利比亞國,NA,NA,NA,NA
LCA,zh_cn,圣卢西亚,圣卢西亚,NA,NA,NA,NA
LCA,zh_hk,聖盧西亞,聖盧西亞,NA,NA,NA,NA
LCA,zh_mo,聖盧西亞,聖盧西亞,NA,NA,NA,NA
LCA,zh_my,圣卢西亚,圣卢西亚,NA,NA,NA,NA
LCA,zh_sg,圣卢西亚,圣卢西亚,NA,NA,NA,NA
LCA,zh_tw,聖露西亞,聖露西亞,NA,NA,NA,NA
LIE,zh_cn,列支敦士登,列支敦士登亲王国,列支敦士登侯国,列支敦士登公国,NA,NA
LIE,zh_hk,列支敦士登,列支敦士登親王國,列支敦士登侯國,列支敦士登公國,NA,NA
LIE,zh_mo,列支敦士登,列支敦士登親王國,列支敦士登侯國,列支敦士登公國,NA,NA
LIE,zh_my,列支敦士登,列支敦士登亲王国,列支敦士登侯国,列支敦士登公国,NA,NA
LIE,zh_sg,列支敦士登,列支敦士登亲王国,列支敦士登侯国,列支敦士登公国,NA,NA
LIE,zh_tw,列支敦斯登,列支敦斯登親王國,列支敦斯登侯國,列支敦斯登公國,NA,NA
LKA,zh_cn,斯里兰卡,斯里兰卡民主社会主义共和国,锡兰,NA,NA,NA
LKA,zh_hk,斯里蘭卡,斯里蘭卡民主社會主義共和國,錫蘭,NA,NA,NA
LKA,zh_mo,斯里蘭卡,斯里蘭卡民主社會主義共和國,錫蘭,NA,NA,NA
LKA,zh_my,斯里兰卡,斯里兰卡民主社会主义共和国,锡兰,NA,NA,NA
LKA,zh_sg,斯里兰卡,斯里兰卡民主社会主义共和国,锡兰,NA,NA,NA
LKA,zh_tw,斯里蘭卡,斯里蘭卡民主社會主義共和國,錫蘭,NA,NA,NA
LSO,zh_cn,莱索托,莱索托王国,NA,NA,NA,NA
LSO,zh_hk,賴索托,賴索托王國,NA,NA,NA,NA
LSO,zh_mo,賴索托,賴索托王國,NA,NA,NA,NA
LSO,zh_my,莱索托,莱索托王国,NA,NA,NA,NA
LSO,zh_sg,莱索托,莱索托王国,NA,NA,NA,NA
LSO,zh_tw,賴索托,賴索托王國,NA,NA,NA,NA
LTU,zh_cn,立陶宛,立陶宛共和国,NA,NA,NA,NA
LTU,zh_hk,立陶宛,立陶宛共和國,NA,NA,NA,NA
LTU,zh_mo,立陶宛,立陶宛共和國,NA,NA,NA,NA
LTU,zh_my,立陶宛,立陶宛共和国,NA,NA,NA,NA
LTU,zh_sg,立陶宛,立陶宛共和国,NA,NA,NA,NA
LTU,zh_tw,立陶宛,立陶宛共和國,NA,NA,NA,NA
LUX,zh_cn,卢森堡,卢森堡大公国,NA,NA,NA,NA
LUX,zh_hk,盧森堡,盧森堡大公國,NA,NA,NA,NA
LUX,zh_mo,盧森堡,盧森堡大公國,NA,NA,NA,NA
LUX,zh_my,卢森堡,卢森堡大公国,NA,NA,NA,NA
LUX,zh_sg,卢森堡,卢森堡大公国,NA,NA,NA,NA
LUX,zh_tw,盧森堡,盧森堡大公國,NA,NA,NA,NA
LVA,zh_cn,拉脱维亚,拉脱维亚,拉脱维亚共和国,NA,NA,NA
LVA,zh_hk,拉脫維亞,拉脫維亞,拉脫維亞共和國,NA,NA,NA
LVA,zh_mo,拉脫維亞,拉脫維亞,拉脫維亞共和國,NA,NA,NA
LVA,zh_my,拉脱维亚,拉脱维亚,拉脱维亚共和国,NA,NA,NA
LVA,zh_sg,拉脱维亚,拉脱维亚,拉脱维亚共和国,NA,NA,NA
LVA,zh_tw,拉脫維亞,拉脫維亞,拉脫維亞共和國,NA,NA,NA
MAC,zh_cn,澳门,澳门,澳,NA,NA,NA
MAC,zh_hk,澳門,澳門,澳,NA,NA,NA
MAC,zh_mo,澳門,澳門,澳,NA,NA,NA
MAC,zh_my,澳门,澳门,澳,NA,NA,NA
MAC,zh_sg,澳门,澳门,澳,NA,NA,NA
MAC,zh_tw,澳門,澳門,澳,NA,NA,NA
MAF,zh_cn,法属圣马丁,圣马丁,圣马丁集体,NA,NA,NA
MAF,zh_hk,法屬聖馬丁,聖馬丁,聖馬丁集體,NA,NA,NA
MAF,zh_mo,法屬聖馬丁,聖馬丁,聖馬丁集體,NA,NA,NA
MAF,zh_my,法属圣马丁,圣马丁,圣马丁集体,NA,NA,NA
MAF,zh_sg,法属圣马丁,圣马丁,圣马丁集体,NA,NA,NA
MAF,zh_tw,法屬聖馬丁,聖馬丁,聖馬丁集體,NA,NA,NA
MAR,zh_cn,摩洛哥,摩洛哥王国,NA,NA,NA,NA
MAR,zh_hk,摩洛哥,摩洛哥王國,NA,NA,NA,NA
MAR,zh_mo,摩洛哥,摩洛哥王國,NA,NA,NA,NA
MAR,zh_my,摩洛哥,摩洛哥王国,NA,NA,NA,NA
MAR,zh_sg,摩洛哥,摩洛哥王国,NA,NA,NA,NA
MAR,zh_tw,摩洛哥,摩洛哥王國,NA,NA,NA,NA
MCO,zh_cn,摩纳哥,摩纳哥公国,摩纳哥侯国,摩纳哥亲王国,NA,NA
MCO,zh_hk,摩納哥,摩納哥親王國,摩納哥公國,摩納哥侯國,NA,NA
MCO,zh_mo,摩納哥,摩納哥親王國,摩納哥公國,摩納哥侯國,NA,NA
MCO,zh_my,摩纳哥,摩纳哥公国,摩纳哥侯国,摩纳哥亲王国,NA,NA
MCO,zh_sg,摩纳哥,摩纳哥公国,摩纳哥侯国,摩纳哥亲王国,NA,NA
MCO,zh_tw,摩納哥,摩納哥侯國,摩納哥公國,摩納哥親王國,NA,NA
MDA,zh_cn,摩尔多瓦,摩尔多瓦共和国,NA,NA,NA,NA
MDA,zh_hk,摩爾多瓦,摩爾多瓦共和國,NA,NA,NA,NA
MDA,zh_mo,摩爾多瓦,摩爾多瓦共和國,NA,NA,NA,NA
MDA,zh_my,摩尔多瓦,摩尔多瓦共和国,NA,NA,NA,NA
MDA,zh_sg,摩尔多瓦,摩尔多瓦共和国,NA,NA,NA,NA
MDA,zh_tw,摩爾多瓦,摩爾多瓦共和國,NA,NA,NA,NA
MDG,zh_cn,马达加斯加,马达加斯加共和国,马尔加什共和国,NA,NA,NA
MDG,zh_hk,馬達加斯加,馬達加斯加共和國,馬爾加什共和國,NA,NA,NA
MDG,zh_mo,馬達加斯加,馬達加斯加共和國,馬爾加什共和國,NA,NA,NA
MDG,zh_my,马达加斯加,马达加斯加共和国,马尔加什共和国,NA,NA,NA
MDG,zh_sg,马达加斯加,马达加斯加共和国,马尔加什共和国,NA,NA,NA
MDG,zh_tw,馬達加斯加,馬達加斯加共和國,馬拉加西共和國,NA,NA,NA
MDV,zh_cn,马尔代夫,马尔代夫共和国,溜山,NA,NA,NA
MDV,zh_hk,馬爾代夫,馬爾代夫共和國,溜山,NA,NA,NA
MDV,zh_mo,馬爾代夫,馬爾代夫共和國,溜山,NA,NA,NA
MDV,zh_my,马尔代夫,马尔代夫共和国,溜山,NA,NA,NA
MDV,zh_sg,马尔代夫,马尔代夫共和国,溜山,NA,NA,NA
MDV,zh_tw,馬爾地夫,馬爾地夫共和國,溜山,NA,NA,NA
MEX,zh_cn,墨西哥,墨西哥合众国,NA,NA,NA,NA
MEX,zh_hk,墨西哥,墨西哥合眾國,NA,NA,NA,NA
MEX,zh_mo,墨西哥,墨西哥合眾國,NA,NA,NA,NA
MEX,zh_my,墨西哥,墨西哥合众国,NA,NA,NA,NA
MEX,zh_sg,墨西哥,墨西哥合众国,NA,NA,NA,NA
MEX,zh_tw,墨西哥,墨西哥合眾國,NA,NA,NA,NA
MHL,zh_cn,马绍尔群岛,马绍尔群岛共和国,马绍尔,NA,NA,NA
MHL,zh_hk,馬紹爾群島,馬紹爾群島共和國,馬紹爾,NA,NA,NA
MHL,zh_mo,馬紹爾群島,馬紹爾群島共和國,馬紹爾,NA,NA,NA
MHL,zh_my,马绍尔群岛,马绍尔群岛共和国,马绍尔,NA,NA,NA
MHL,zh_sg,马绍尔群岛,马绍尔群岛共和国,马绍尔,NA,NA,NA
MHL,zh_tw,馬紹爾群島,馬紹爾群島共和國,馬紹爾,NA,NA,NA
MKD,zh_cn,北马其顿,北马其顿共和国,马其顿共和国,马其顿,NA,NA
MKD,zh_hk,北馬其頓,北馬其頓共和國,馬其頓共和國,馬其頓,NA,NA
MKD,zh_mo,北馬其頓,北馬其頓共和國,馬其頓共和國,馬其頓,NA,NA
MKD,zh_my,北马其顿,北马其顿共和国,马其顿共和国,马其顿,NA,NA
MKD,zh_sg,北马其顿,北马其顿共和国,马其顿共和国,马其顿,NA,NA
MKD,zh_tw,北馬其頓,北馬其頓共和國,馬其頓共和國,馬其頓,NA,NA
MLI,zh_cn,马里,马里共和国,NA,NA,NA,NA
MLI,zh_hk,馬里,馬里共和國,NA,NA,NA,NA
MLI,zh_mo,馬里,馬里共和國,NA,NA,NA,NA
MLI,zh_my,马里,马里共和国,NA,NA,NA,NA
MLI,zh_sg,马里,马里共和国,NA,NA,NA,NA
MLI,zh_tw,馬利,馬利共和國,NA,NA,NA,NA
MLT,zh_cn,马耳他,马耳他共和国,NA,NA,NA,NA
MLT,zh_hk,馬耳他,馬耳他共和國,NA,NA,NA,NA
MLT,zh_mo,馬耳他,馬耳他共和國,NA,NA,NA,NA
MLT,zh_my,马耳他,马耳他共和国,NA,NA,NA,NA
MLT,zh_sg,马耳他,马耳他共和国,NA,NA,NA,NA
MLT,zh_tw,馬爾他,馬爾他共和國,NA,NA,NA,NA
MMR,zh_cn,缅甸,缅甸联邦共和国,NA,NA,NA,NA
MMR,zh_hk,緬甸,緬甸聯邦共和國,NA,NA,NA,NA
MMR,zh_mo,緬甸,緬甸聯邦共和國,NA,NA,NA,NA
MMR,zh_my,缅甸,缅甸联邦共和国,NA,NA,NA,NA
MMR,zh_sg,缅甸,缅甸联邦共和国,NA,NA,NA,NA
MMR,zh_tw,緬甸,緬甸聯邦共和國,NA,NA,NA,NA
MNE,zh_cn,黑山,黑山,NA,NA,NA,NA
MNE,zh_hk,黑山,黑山,NA,NA,NA,NA
MNE,zh_mo,黑山,黑山,NA,NA,NA,NA
MNE,zh_my,黑山,黑山,NA,NA,NA,NA
MNE,zh_sg,黑山,黑山,NA,NA,NA,NA
MNE,zh_tw,蒙特內哥羅,蒙特內哥羅,NA,NA,NA,NA
MNG,zh_cn,蒙古国,蒙古国,蒙古,NA,NA,NA
MNG,zh_hk,蒙古國,蒙古國,蒙古,NA,NA,NA
MNG,zh_mo,蒙古國,蒙古國,蒙古,NA,NA,NA
MNG,zh_my,蒙古国,蒙古国,蒙古,NA,NA,NA
MNG,zh_sg,蒙古国,蒙古国,蒙古,NA,NA,NA
MNG,zh_tw,蒙古國,蒙古國,蒙古,NA,NA,NA
MNP,zh_cn,北马里亚纳群岛,北马里亚纳群岛自由邦,NA,NA,NA,NA
MNP,zh_hk,北馬里亞納群島,北馬里亞納群島自由邦,NA,NA,NA,NA
MNP,zh_mo,北馬里亞納群島,北馬里亞納群島自由邦,NA,NA,NA,NA
MNP,zh_my,北马里亚纳群岛,北马里亚纳群岛自由邦,NA,NA,NA,NA
MNP,zh_sg,北马里亚纳群岛,北马里亚纳群岛自由邦,NA,NA,NA,NA
MNP,zh_tw,北馬利安納群島,北馬利安納群島邦,NA,NA,NA,NA
MOZ,zh_cn,莫桑比克,莫桑比克共和国,NA,NA,NA,NA
MOZ,zh_hk,莫桑比克,莫桑比克共和國,NA,NA,NA,NA
MOZ,zh_mo,莫桑比克,莫桑比克共和國,NA,NA,NA,NA
MOZ,zh_my,莫桑比克,莫桑比克共和国,NA,NA,NA,NA
MOZ,zh_sg,莫桑比克,莫桑比克共和国,NA,NA,NA,NA
MOZ,zh_tw,莫三比克,莫三比克共和國,NA,NA,NA,NA
MRT,zh_cn,毛里塔尼亚,毛里塔尼亚伊斯兰共和国,NA,NA,NA,NA
MRT,zh_hk,毛里塔尼亞,毛里塔尼亞伊斯蘭共和國,NA,NA,NA,NA
MRT,zh_mo,毛里塔尼亞,毛里塔尼亞伊斯蘭共和國,NA,NA,NA,NA
MRT,zh_my,毛里塔尼亚,毛里塔尼亚伊斯兰共和国,NA,NA,NA,NA
MRT,zh_sg,毛里塔尼亚,毛里塔尼亚伊斯兰共和国,NA,NA,NA,NA
MRT,zh_tw,茅利塔尼亞,茅利塔尼亞伊斯蘭共和國,NA,NA,NA,NA
MSR,zh_cn,蒙特塞拉特,蒙特塞拉特,NA,NA,NA,NA
MSR,zh_hk,蒙特塞拉特,蒙特塞拉特,NA,NA,NA,NA
MSR,zh_mo,蒙特塞拉特,蒙特塞拉特,NA,NA,NA,NA
MSR,zh_my,蒙特塞拉特,蒙特塞拉特,NA,NA,NA,NA
MSR,zh_sg,蒙特塞拉特,蒙特塞拉特,NA,NA,NA,NA
MSR,zh_tw,蒙哲臘,蒙哲臘,NA,NA,NA,NA
MTQ,zh_cn,马提尼克,马提尼克,NA,NA,NA,NA
MTQ,zh_hk,馬提尼克,馬提尼克,NA,NA,NA,NA
MTQ,zh_mo,馬提尼克,馬提尼克,NA,NA,NA,NA
MTQ,zh_my,马提尼克,马提尼克,NA,NA,NA,NA
MTQ,zh_sg,马提尼克,马提尼克,NA,NA,NA,NA
MTQ,zh_tw,馬丁尼克,馬丁尼克,NA,NA,NA,NA
MUS,zh_cn,毛里求斯,毛里求斯共和国,NA,NA,NA,NA
MUS,zh_hk,毛里裘斯,毛里裘斯共和國,NA,NA,NA,NA
MUS,zh_mo,毛里裘斯,毛里裘斯共和國,NA,NA,NA,NA
MUS,zh_my,毛里求斯,毛里求斯共和国,NA,NA,NA,NA
MUS,zh_sg,毛里求斯,毛里求斯共和国,NA,NA,NA,NA
MUS,zh_tw,模里西斯,模里西斯共和國,NA,NA,NA,NA
MWI,zh_cn,马拉维,马拉维共和国,NA,NA,NA,NA
MWI,zh_hk,馬拉維,馬拉維共和國,NA,NA,NA,NA
MWI,zh_mo,馬拉維,馬拉維共和國,NA,NA,NA,NA
MWI,zh_my,马拉维,马拉维共和国,NA,NA,NA,NA
MWI,zh_sg,马拉维,马拉维共和国,NA,NA,NA,NA
MWI,zh_tw,馬拉威,馬拉威共和國,NA,NA,NA,NA
MYS,zh_cn,马来西亚,马来西亚,NA,NA,NA,NA
MYS,zh_hk,馬來西亞,馬來西亞,NA,NA,NA,NA
MYS,zh_mo,馬來西亞,馬來西亞,NA,NA,NA,NA
MYS,zh_my,马来西亚,马来西亚,NA,NA,NA,NA
MYS,zh_sg,马来西亚,马来西亚,NA,NA,NA,NA
MYS,zh_tw,馬來西亞,馬來西亞,NA,NA,NA,NA
MYT,zh_cn,马约特,马约特,马约特省,NA,NA,NA
MYT,zh_hk,馬約特,馬約特,馬約特省,NA,NA,NA
MYT,zh_mo,馬約特,馬約特,馬約特省,NA,NA,NA
MYT,zh_my,马约特,马约特,马约特省,NA,NA,NA
MYT,zh_sg,马约特,马约特,马约特省,NA,NA,NA
MYT,zh_tw,馬約特,馬約特,馬約特省,NA,NA,NA
"NAM",zh_cn,纳米比亚,纳米比亚共和国,NA,NA,NA,NA
"NAM",zh_hk,納米比亞,納米比亞共和國,NA,NA,NA,NA
"NAM",zh_mo,納米比亞,納米比亞共和國,NA,NA,NA,NA
"NAM",zh_my,纳米比亚,纳米比亚共和国,NA,NA,NA,NA
"NAM",zh_sg,纳米比亚,纳米比亚共和国,NA,NA,NA,NA
"NAM",zh_tw,納米比亞,納米比亞共和國,NA,NA,NA,NA
NCL,zh_cn,新喀里多尼亚,新喀里多尼亚,NA,NA,NA,NA
NCL,zh_hk,新喀里多尼亞,新喀里多尼亞,NA,NA,NA,NA
NCL,zh_mo,新喀里多尼亞,新喀里多尼亞,NA,NA,NA,NA
NCL,zh_my,新喀里多尼亚,新喀里多尼亚,NA,NA,NA,NA
NCL,zh_sg,新喀里多尼亚,新喀里多尼亚,NA,NA,NA,NA
NCL,zh_tw,新喀里多尼亞,新喀里多尼亞,NA,NA,NA,NA
NER,zh_cn,尼日尔,尼日尔共和国,NA,NA,NA,NA
NER,zh_hk,尼日爾,尼日爾共和國,NA,NA,NA,NA
NER,zh_mo,尼日爾,尼日爾共和國,NA,NA,NA,NA
NER,zh_my,尼日尔,尼日尔共和国,NA,NA,NA,NA
NER,zh_sg,尼日尔,尼日尔共和国,NA,NA,NA,NA
NER,zh_tw,尼日,尼日共和國,NA,NA,NA,NA
NFK,zh_cn,诺福克岛,诺福克岛,NA,NA,NA,NA
NFK,zh_hk,諾福克島,諾福克島,NA,NA,NA,NA
NFK,zh_mo,諾福克島,諾福克島,NA,NA,NA,NA
NFK,zh_my,诺福克岛,诺福克岛,NA,NA,NA,NA
NFK,zh_sg,诺福克岛,诺福克岛,NA,NA,NA,NA
NFK,zh_tw,諾福克島,諾福克島,NA,NA,NA,NA
NGA,zh_cn,尼日利亚,尼日利亚联邦共和国,NA,NA,NA,NA
NGA,zh_hk,尼日利亞,尼日利亞聯邦共和國,NA,NA,NA,NA
NGA,zh_mo,尼日利亞,尼日利亞聯邦共和國,NA,NA,NA,NA
NGA,zh_my,尼日利亚,尼日利亚联邦共和国,NA,NA,NA,NA
NGA,zh_sg,尼日利亚,尼日利亚联邦共和国,NA,NA,NA,NA
NGA,zh_tw,奈及利亞,奈及利亞聯邦共和國,NA,NA,NA,NA
NIC,zh_cn,尼加拉瓜,尼加拉瓜共和国,NA,NA,NA,NA
NIC,zh_hk,尼加拉瓜,尼加拉瓜共和國,NA,NA,NA,NA
NIC,zh_mo,尼加拉瓜,尼加拉瓜共和國,NA,NA,NA,NA
NIC,zh_my,尼加拉瓜,尼加拉瓜共和国,NA,NA,NA,NA
NIC,zh_sg,尼加拉瓜,尼加拉瓜共和国,NA,NA,NA,NA
NIC,zh_tw,尼加拉瓜,尼加拉瓜共和國,NA,NA,NA,NA
NIU,zh_cn,纽埃,纽埃,纽威,NA,NA,NA
NIU,zh_hk,紐埃,紐埃,紐威,NA,NA,NA
NIU,zh_mo,紐埃,紐埃,紐威,NA,NA,NA
NIU,zh_my,纽埃,纽埃,纽威,NA,NA,NA
NIU,zh_sg,纽埃,纽埃,纽威,NA,NA,NA
NIU,zh_tw,紐埃,紐埃,紐威,NA,NA,NA
NLD,zh_cn,荷兰,荷兰,NA,NA,NA,NA
NLD,zh_hk,荷蘭,荷蘭,NA,NA,NA,NA
NLD,zh_mo,荷蘭,荷蘭,NA,NA,NA,NA
NLD,zh_my,荷兰,荷兰,NA,NA,NA,NA
NLD,zh_sg,荷兰,荷兰,NA,NA,NA,NA
NLD,zh_tw,荷蘭,荷蘭,NA,NA,NA,NA
NOR,zh_cn,挪威,挪威王国,NA,NA,NA,NA
NOR,zh_hk,挪威,挪威王國,NA,NA,NA,NA
NOR,zh_mo,挪威,挪威王國,NA,NA,NA,NA
NOR,zh_my,挪威,挪威王国,NA,NA,NA,NA
NOR,zh_sg,挪威,挪威王国,NA,NA,NA,NA
NOR,zh_tw,挪威,挪威王國,NA,NA,NA,NA
NPL,zh_cn,尼泊尔,尼泊尔联邦民主共和国,NA,NA,NA,NA
NPL,zh_hk,尼泊爾,尼泊爾聯邦民主共和國,NA,NA,NA,NA
NPL,zh_mo,尼泊爾,尼泊爾聯邦民主共和國,NA,NA,NA,NA
NPL,zh_my,尼泊尔,尼泊尔联邦民主共和国,NA,NA,NA,NA
NPL,zh_sg,尼泊尔,尼泊尔联邦民主共和国,NA,NA,NA,NA
NPL,zh_tw,尼泊爾,尼泊爾聯邦民主共和國,NA,NA,NA,NA
NRU,zh_cn,瑙鲁,瑙鲁共和国,NA,NA,NA,NA
NRU,zh_hk,瑙魯,瑙魯共和國,NA,NA,NA,NA
NRU,zh_mo,諾魯,瑙魯共和國,瑙魯,NA,NA,NA
NRU,zh_my,瑙鲁,瑙鲁共和国,NA,NA,NA,NA
NRU,zh_sg,瑙鲁,瑙鲁共和国,NA,NA,NA,NA
NRU,zh_tw,諾魯,諾魯共和國,NA,NA,NA,NA
NZL,zh_cn,新西兰,新西兰,奥特亚罗瓦,NA,NA,NA
NZL,zh_hk,新西蘭,新西蘭,奧特亞羅瓦,NA,NA,NA
NZL,zh_mo,紐西蘭,紐西蘭,奧特亞羅瓦,NA,NA,NA
NZL,zh_my,新西兰,新西兰,奥特亚罗瓦,NA,NA,NA
NZL,zh_sg,新西兰,新西兰,奥特亚罗瓦,NA,NA,NA
NZL,zh_tw,紐西蘭,紐西蘭,奧特亞羅瓦,NA,NA,NA
OMN,zh_cn,阿曼,阿曼苏丹国,NA,NA,NA,NA
OMN,zh_hk,阿曼,阿曼蘇丹國,NA,NA,NA,NA
OMN,zh_mo,阿曼,阿曼蘇丹國,NA,NA,NA,NA
OMN,zh_my,阿曼,阿曼苏丹国,NA,NA,NA,NA
OMN,zh_sg,阿曼,阿曼苏丹国,NA,NA,NA,NA
OMN,zh_tw,阿曼,阿曼蘇丹國,NA,NA,NA,NA
PAK,zh_cn,巴基斯坦,巴基斯坦伊斯兰共和国,NA,NA,NA,NA
PAK,zh_hk,巴基斯坦,巴基斯坦伊斯蘭共和國,NA,NA,NA,NA
PAK,zh_mo,巴基斯坦,巴基斯坦伊斯蘭共和國,NA,NA,NA,NA
PAK,zh_my,巴基斯坦,巴基斯坦伊斯兰共和国,NA,NA,NA,NA
PAK,zh_sg,巴基斯坦,巴基斯坦伊斯兰共和国,NA,NA,NA,NA
PAK,zh_tw,巴基斯坦,巴基斯坦伊斯蘭共和國,NA,NA,NA,NA
PAN,zh_cn,巴拿马,巴拿马共和国,NA,NA,NA,NA
PAN,zh_hk,巴拿馬,巴拿馬共和國,NA,NA,NA,NA
PAN,zh_mo,巴拿馬,巴拿馬共和國,NA,NA,NA,NA
PAN,zh_my,巴拿马,巴拿马共和国,NA,NA,NA,NA
PAN,zh_sg,巴拿马,巴拿马共和国,NA,NA,NA,NA
PAN,zh_tw,巴拿馬,巴拿馬共和國,NA,NA,NA,NA
PCN,zh_cn,皮特凯恩群岛,皮特凯恩群岛,皮特凯恩岛,NA,NA,NA
PCN,zh_hk,皮特肯群島,皮特肯群島,皮特肯島,NA,NA,NA
PCN,zh_mo,皮特肯群島,皮特肯群島,皮特肯島,NA,NA,NA
PCN,zh_my,皮特凯恩群岛,皮特凯恩群岛,皮特凯恩岛,NA,NA,NA
PCN,zh_sg,皮特凯恩群岛,皮特凯恩群岛,皮特凯恩岛,NA,NA,NA
PCN,zh_tw,皮特肯群島,皮特肯群島,皮特肯島,NA,NA,NA
PER,zh_cn,秘鲁,秘鲁共和国,NA,NA,NA,NA
PER,zh_hk,秘魯,秘魯共和國,NA,NA,NA,NA
PER,zh_mo,秘魯,秘魯共和國,NA,NA,NA,NA
PER,zh_my,秘鲁,秘鲁共和国,NA,NA,NA,NA
PER,zh_sg,秘鲁,秘鲁共和国,NA,NA,NA,NA
PER,zh_tw,秘魯,秘魯共和國,NA,NA,NA,NA
PHL,zh_cn,菲律宾,菲律宾共和国,NA,NA,NA,NA
PHL,zh_hk,菲律賓,菲律賓共和國,NA,NA,NA,NA
PHL,zh_mo,菲律賓,菲律賓共和國,NA,NA,NA,NA
PHL,zh_my,菲律宾,菲律宾共和国,NA,NA,NA,NA
PHL,zh_sg,菲律宾,菲律宾共和国,NA,NA,NA,NA
PHL,zh_tw,菲律賓,菲律賓共和國,NA,NA,NA,NA
PLW,zh_cn,帕劳,帕劳共和国,NA,NA,NA,NA
PLW,zh_hk,帛琉,帛琉共和國,NA,NA,NA,NA
PLW,zh_mo,帛琉,帛琉共和國,NA,NA,NA,NA
PLW,zh_my,帕劳,帕劳共和国,NA,NA,NA,NA
PLW,zh_sg,帕劳,帕劳共和国,NA,NA,NA,NA
PLW,zh_tw,帛琉,帛琉共和國,NA,NA,NA,NA
PNG,zh_cn,巴布亚新几内亚,巴布亚新几内亚独立国,巴新,NA,NA,NA
PNG,zh_hk,巴布亞新畿內亞,巴布亞新畿內亞獨立國,巴新,NA,NA,NA
PNG,zh_mo,巴布亞新畿內亞,巴布亞新畿內亞獨立國,巴新,NA,NA,NA
